0,0,0.00056657,0,0.58055,0,0,0,0.00037771,0.34164,0,0,0,0,0,0,0.018319,0,0,0,0,0,0.016053,0,0.042493,0,0
0.0013703,0,0.0037079,0,0.68475,0,0,0,0,0.26399,0,0,0,0,0,0,0.029905,0,0,0,0,0,0.016121,0,0.00016121,0,0
7.9758e-05,0,0.04275,0,0.29143,0,0,0,0,0.38084,0.045143,0,0,0,0,0,0.23138,0,0,0.0019142,0.00015952,0.00047855,0.0058223,0,0,0,0
0,0,0.35897,0.051282,0.051282,0,0.012821,0,0,0.025641,0.089744,0,0,0,0,0,0.41026,0,0,0,0,0,0,0,0,0,0
0.00036724,0,0.73412,0,0.020566,0,0,0,0,0.17738,0.0022035,0,0,0,0,0,0.064267,0,0,0,0,0,0.0011017,0,0,0,0
0.00022627,0,0.0010182,0,0.64996,0,0,0,0,0.29754,0,0,0,0.0040729,0,0,0.030999,0,0,0,0,0,0.012671,0,0.0035072,0,0
0.00023926,0,0.021534,0,0.17598,0,0,0.014236,0,0.23316,0.0195,0,0,0.00023926,0,0,0.53176,0,0,0.0015552,0.00035889,0.00023926,0.00071779,0,0.00047853,0,0
0,0,0.87805,0,0.011756,0,0,0.00012918,0,0.10619,0.00012918,0,0,0,0,0,0.0037463,0,0,0,0,0,0,0,0,0,0
0,0,0.032331,0,0.58368,0,0,0,0,0.37085,0.0098548,0,0,0,0,0,0.003112,0,0,0,0,0,0.00017289,0,0,0,0
0,0,0.066949,0,0.14932,0,0,0,0,0.5978,0.037119,0.00016949,0,0,0,0,0.14576,0,0,0.0015254,0,0.0010169,0.00033898,0,0,0,0
0,0,0.24583,0,0.1875,0,0,0,0,0.20417,0,0,0,0,0,0,0.3625,0,0,0,0,0,0,0,0,0,0
0,0.00026542,0.78129,0,0.0017518,0,0,0.0033974,0,0.039548,0.00026542,0,0,0,0,0,0.17348,0,0,0,0,0,0,0,0,0,0
0,0,0.41984,0,0.017814,0,0,0.0024073,0,0.2311,0.0043332,0,0,0,0,0,0.32354,0,0,0.00096293,0,0,0,0,0,0,0
0,0,0.00047847,0,0.79426,0,0,0,0,0.10431,0,0,0,0,0,0,0.098565,0,0,0,0,0,0.0023923,0,0,0,0
0,0,0.032207,0,0.40966,0,0,0,0,0.31304,0.042812,0.00078555,0,0,0,0,0.19324,0,0.0015711,0.005106,0,0.0011783,0.00039277,0,0,0,0
0,0,0.44193,0,0.30028,0,0,0.038244,0,0.13031,0.0070822,0,0,0,0,0,0.082153,0,0,0,0,0,0,0,0,0,0
0,0,0.33611,0,0.00087642,0,0,0,0,0.36415,0.0013146,0,0,0,0,0,0.29755,0,0,0,0,0,0,0,0,0,0
0,0,0.00046232,0,0.84004,0,0,0,0,0.094313,0,0,0,0,0,0,0.064263,0,0,0,0,0,0.00092464,0,0,0,0
0,0,0.032943,0,0.29363,0,0,0,0,0.59297,0.016471,0.00031676,0,0,0,0,0.062401,0,0,0.00095027,0,0,0.00031676,0,0,0,0
0,0,0.68266,0,0.020246,0,0,0.0035211,0,0.12456,0.012764,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0
0,0,0.60915,0,0.00043573,0,0,0.00043573,0,0.38911,0,0,0,0,0,0,0.00087146,0,0,0,0,0,0,0,0,0,0
0.00013916,0,0.00027832,0,0.77247,0,0,0,0,0.20387,0,0,0,0,0,0,0.019482,0,0,0,0,0,0.0030615,0,0.0006958,0,0
0,0,0.045442,0,0.081017,0,0,9.4868e-05,0,0.40319,0.010625,0.00037947,0,0,0,0,0.4585,0,0,9.4868e-05,0,0.00066407,0,0,0,0,0
0,0,0.00072752,0,0.72905,0,0,0,0,0.24803,1.8654e-05,0,0,0,0,0,0.016714,0,0,0,1.8654e-05,0,0.005447,0,0,0,0
0,0,0.00034924,0,0.55669,0,0,0,0,0.43667,0,0,0,0,0,0,0.0041909,0,0,0,0,0,0.0020955,0,0,0,0
0.00013833,0,0.0019366,0,0.22991,0,0,0,0,0.74713,0,0,0,0,0,0,0.0022133,0,0,0,0,0,0.0166,0,0.002075,0,0
0.00030184,0,0.041352,0,0.35338,0,0,0,0,0.43337,0.061123,0,0,0,0,0,0.10391,0,0,0.0048295,0.00052822,0.00015092,0.0010564,0,0,0,0
0,0,0.098485,0,0.12121,0,0,0,0,0.3197,0.14545,0,0,0,0,0,0.31515,0,0,0,0,0,0,0,0,0,0
0,0,0.70306,0,0.013113,0,0,0.03067,0,0.22051,0.00027433,0,0,0,0,0,0.032097,0,0,0,0,0,0.00027433,0,0,0,0
0,0,0.046272,0,0.13025,0,0,0,0.0077121,0.17995,0,0,0,0,0,0,0.58355,0,0,0,0,0,0.052271,0,0,0,0
0,0,0.0032201,0,0.029441,0,0,0.00015334,0,0.95653,0.0074369,0,0,0,0,0,0.0022234,0,0,0,0.00069003,0,0.00030668,0,0,0,0
0.00012194,0,0.090111,0,0.27875,0,0,0,0,0.52451,0.010547,0.0015852,0,0,0,0,0.08877,0,0,0.0010974,0,0.0044507,6.0968e-05,0,0,0,0
0,0,0.00024013,0,0.84327,0,0,0,0,0.1448,0,0,0,0,0,0,0.010406,0,0,0,0,0,0.0012807,0,0,0,0
0,0,0.76053,0,0.0072444,0,0,0.0084518,0.00013416,0.19278,0.0018782,0,0,0,0,0,0.026429,0,0,0,0,0,0,0.002549,0,0,0
